ingredient	name	page	notes
Tequila (Blanco)	Southern Exposure	188	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Spicy Paloma	188	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	St. Matilda	188	Siembra Azul Blanco Tequila
Tequila (Blanco)	Ty Cobbler	189	Siete Leguas Blanco Tequila
Tequila (Blanco)	Village To Village	189	Chinaco Verde Blanco Tequila
Tequila (Blanco)	Alta California	190	Siembra Azul Blanco Tequila
Tequila (Blanco)	Green And Red	192	Siete Leguas Blanco Tequila
Tequila (Blanco)	Green And Red	192	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Hot Lips	192	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Rebel Rebel	193	Siete Leguas Blanco Tequila
Tequila (Blanco)	Saramago	193	Siembra Azul Blanco Tequila
Tequila (Blanco)	Spanish Caravan	195	Lapsang Souchong–Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Vipera	195	Spiced Pear–Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Yama Blanca	195	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Dragon Lily	222	Siembra Azul Blanco Tequila
Tequila (Blanco)	Flaquita	223	El Tesoro Platinum Tequila
Tequila (Blanco)	Shoots And Ladders	231	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Stringer Bell	231	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	East River Underground	234	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Porfirian Punch	239	Spiced Pear–Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Jalisco Swizzle	250	Siembra Azul Blanco Tequila
Tequila (Blanco)	Over And Out	254	Ocho 2012 Plata Tequila
Tequila (Reposado)	La Rosita	144	El Tesoro Reposado Tequila
Tequila (Reposado)	Almond Brother	181	Siete Leguas Reposado Tequila
Tequila (Reposado)	Camp Council	181	Siete Leguas Reposado Tequila
Tequila (Reposado)	Chingon	182	Siete Leguas Reposado Tequila
Tequila (Reposado)	Cinder	182	Pueblo Viejo Reposado Tequila
Tequila (Reposado)	Cinnamon Girl	182	Siete Leguas Reposado Tequila
Tequila (Reposado)	Dos Besitos	182	El Tesoro Reposado Tequila
Tequila (Reposado)	El Compañero	183	El Tesoro Reposado Tequila
Tequila (Reposado)	Golden Beautiful	184	Siete Leguas Reposado Tequila
Tequila (Reposado)	Los Amargos	185	Centinela Reposado Tequila
Tequila (Reposado)	Smoked Horchata	187	Fortaleza Reposado Tequila
Tequila (Reposado)	Tommy And The Ron-Dels	188	El Tesoro Reposado Tequila
Tequila (Reposado)	Augie March	190	El Tesoro Reposado Tequila
Tequila (Reposado)	Dale Cooper	190	Siete Leguas Reposado Tequila
Tequila (Reposado)	Imaginary Grace	192	Siete Leguas Reposado Tequila
Tequila (Reposado)	Sergio Leone	194	El Tesoro Reposado Tequila
Tequila (Reposado)	Shattered Glasser	194	El Tesoro Reposado Tequila
Tequila (Reposado)	Spaghetti Western	194	Siete Leguas Reposado Tequila
Tequila (Reposado)	Yama Blanca	195	Centinela Reposado Tequila
Tequila (Reposado)	Seda De Naranja	227	El Tesoro Reposado Tequila
Tequila (Reposado)	Lights Out Punch	237	Centinela Reposado Tequila
Tequila (Reposado)	Zihuatanejo Julep	244	El Tesoro Reposado Tequila
Tequila (Reposado)	Dj Flamethrower	249	Siete Leguas Reposado Tequila
Tequila (Reposado)	Enemy Lines	256	El Tesoro Reposado Tequila
Tequila (Reposado)	Range Life	259	El Tesoro Reposado Tequila
Tequila (Reposado)	Uno, Dos, Tres	259	Siembra Azul Reposado Tequila
Tequila (Reposado)	Mi Amaro	268	El Tesoro Reposado Tequila
Tequila (Reposado)	La Conferencia	272	El Tesoro Reposado Tequila
Tequila (Reposado)	Oaxaca Old-Fashioned	273	El Tesoro Reposado Tequila
Tequila (Reposado)	Tea Time At Guillermo’s	273	Fortaleza Reposado Tequila
Tequila (Reposado)	Tea Time At Guillermo’s	273	Queen Of Earl Tea–Infused Siembra Azul Reposado Tequila
Twist (Grapefruit)	Frisco Club	155	Grapefruit Twist
Twist (Grapefruit)	Grand Street	163	Grapefruit Twist
Twist (Grapefruit)	Mainland	166	Grapefruit Twists
Twist (Grapefruit)	Saramago	193	Grapefruit Twist
Twist (Grapefruit)	Sweet Hereafter	219	Grapefruit Twist
Twist (Grapefruit)	Bitter French	220	Grapefruit Twist
Twist (Grapefruit)	Doc Daneeka Royale	222	Grapefruit Coin
Twist (Grapefruit)	Guns And Rosé	256	Grapefruit Twist
Twist (Lemon)	Sazerac	151	Lemon Twist
Twist (Lemon)	Howlin’ At The Moon	163	Lemon Twist
Twist (Lemon)	Moon Cocktail	167	Lemon Twist
Twist (Lemon)	Aka Cobbler	181	Lemon Twists
Twist (Lemon)	B.A.F.	204	Lemon Twist
Twist (Lemon)	Carroll Gardens	205	Lemon Twist
Twist (Lemon)	Tea In The Sahara	208	Lemon Coin With A Bit Of Pith
Twist (Lemon)	Trembling Bell	209	Lemon Twist
Twist (Lemon)	Les Verts Monts	217	Lemon Twist
Twist (Lemon)	The Bittenbender	220	Lemon Twist
Twist (Lemon)	Julien Sorel	224	Lemon Twist
Twist (Lemon)	Rugby Punch	241	Lemon Twists
Twist (Lemon)	Cooper Union	255	Lemon Twist
Twist (Lemon)	Creole Saz	255	Lemon Twist
Twist (Lemon)	Devil Inside	256	Lemon Twist
Twist (Lemon)	Enemy Lines	256	Lemon Twist
Twist (Lemon)	Latin Quarter	257	Lemon Twist
Twist (Lemon)	Saz Who?	257	Lemon Twist
Twist (Orange)	Summer Shack	169	Orange Twist
Twist (Orange)	Eagle-Eye Cherry	176	Orange Twist
Twist (Orange)	The Dangerous Summer	205	Orange Twist
Twist (Orange)	The Bittenbender	220	Orange Twist
Twist (Orange)	Lust For Life Punch	237	Long Orange Twists
Twist (Orange)	Razzle-Dazzle Punch	241	Orange Twists
Vegetable (Cucumber)	Kew Gardens Cooler	157	Thin Cucumber Wheels
Vegetable (Cucumber)	Overhead Smash	158	Cucumber Wheels
Vegetable (Cucumber)	The Gift Shop	172	Cucumber Wheels
Vegetable (Cucumber)	Pinche Chivo	187	Cucumber Wheels
Vegetable (Cucumber)	Silver Monk	187	Cucumber Wheels
Vegetable (Cucumber)	Green And Red	192	Cucumber Wheels
Vegetable (Cucumber)	Melancholy Summer	231	Cucumber Wheels
Vegetable (Cucumber)	East River Underground	234	Cucumber Wheels
Vegetable (Cucumber)	Slap ‘N’ Pickle	254	Cucumber Wheels
Vermouth (Blanc)	Bamboo	140	Dolin Blanc Vermouth
Vermouth (Blanc)	Scofflaw	151	Dolin Blanc Vermouth
Vermouth (Blanc)	Waterloo Sunset	161	Dolin Blanc Vermouth
Vermouth (Blanc)	Amityville	175	Dolin Blanc Vermouth
Vermouth (Blanc)	Pinche Chivo	187	Sage-Infused Dolin Blanc Vermouth
Vermouth (Blanc)	Alta California	190	Dolin Blanc Vermouth
Vermouth (Blanc)	Prima China	193	Earl Grey–Infused Dolin Blanc Vermouth
Vermouth (Blanc)	Saramago	193	Dolin Blanc Vermouth
Vermouth (Blanc)	Yama Blanca	195	Dolin Blanc Vermouth
Vermouth (Blanc)	Dangerous Liaisons	198	Dolin Blanc Vermouth
Vermouth (Blanc)	Straw Dog	202	Dolin Blanc Vermouth
Vermouth (Blanc)	Vejk Sling	203	Chamomile-Infused Bianco Vermouth
Vermouth (Blanc)	St. Columbus Rill	208	Dolin Blanc Vermouth
Vermouth (Blanc)	Les Verts Monts	217	Dolin Blanc Vermouth
Vermouth (Blanc)	Sweet Hereafter	219	Dolin Blanc Vermouth
Vermouth (Blanc)	Fair Lady	222	Sage-Infused Dolin Blanc Vermouth
Vermouth (Blanc)	Flaquita	223	Dolin Blanc Vermouth
Vermouth (Blanc)	Schuman’s Alley	231	Contratta Vermouth Bianco
Vermouth (Blanc)	Shoots And Ladders	231	Basil-Infused Dolin Blanc Vermouth
Vermouth (Blanc)	One, One, One	254	Dolin Blanc Vermouth
Vermouth (Blanc)	White Negroni	259	Dolin Blanc Vermouth
Vermouth (Blanc)	Dai, Dai My Darling	261	Dolin Blanc Vermouth
Vermouth (Dry)	Brooklyn	140	Dolin Dry Vermouth
Vermouth (Dry)	Charleston Cocktail	141	Dolin Dry Vermouth
Vermouth (Dry)	La Rosita	144	Dolin Dry Vermouth
Vermouth (Dry)	Lucien Gaudin	144	Dolin Dry Vermouth
Vermouth (Dry)	Martini	145	Dolin Dry Vermouth
Vermouth (Dry)	Old Pal	148	Dolin Dry Vermouth
Vermouth (Dry)	Ping-Pong Cocktail	148	Dolin Dry Vermouth
Vermouth (Dry)	Scofflaw	151	Dolin Dry Vermouth
Vermouth (Dry)	The Joy Division	165	Dolin Dry Vermouth
Vermouth (Dry)	Mexi-Gin Martini	166	Dolin Dry Vermouth
Vermouth (Dry)	Pressure Drop	169	Dolin Dry Vermouth
Vermouth (Dry)	Yeomen Warder	169	Dolin Dry Vermouth
Vermouth (Dry)	Green And Red	192	Dolin Dry Vermouth
Vermouth (Dry)	Rebel Rebel	193	Watermelon-Infused Dolin Dry Vermouth
Vermouth (Dry)	Manhattan Transfer	206	Dry Vermouth
Vermouth (Dry)	Sweet And Vicious	208	Dolin Dry Vermouth
Vermouth (Dry)	Soul Clench	219	Dolin Dry Vermouth
Vermouth (Dry)	Schuman’s Alley	231	Dolin Dry Vermouth
Vermouth (Dry)	Aperitivo Julep	242	Dolin Dry Vermouth
Vermouth (Dry)	Hallyday	256	Dolin Dry Vermouth
Vermouth (Dry)	Daisy Buchanan	267	Dolin Dry Vermouth
Vermouth (Dry)	Jive Turkey	268	Dolin Dry Vermouth
Vermouth (Dry)	Orkney Chapel	268	Dolin Dry Vermouth
Vermouth (Dry)	Sforzando	269	Dolin Dry Vermouth
Vermouth (Sweet)	Blood And Sand	140	House Sweet Vermouth
Vermouth (Sweet)	Bobby Burns	140	House Sweet Vermouth
Vermouth (Sweet)	Boulevardier	140	House Sweet Vermouth
Vermouth (Sweet)	Charleston Cocktail	141	Punt E Mes
Vermouth (Sweet)	Hanky-Panky	144	Contratto Americano Rosso Vermouth
Vermouth (Sweet)	Hanky-Panky	144	Carpano Antica Formula Vermouth
Vermouth (Sweet)	La Rosita	144	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Manhattan	145	House Sweet Vermouth
Vermouth (Sweet)	Martinez	145	House Sweet Vermouth
Vermouth (Sweet)	Mudslide Flip	147	Coffee-Infused Carpano Antica Formula Vermouth
Vermouth (Sweet)	Negroni	147	House Sweet Vermouth
Vermouth (Sweet)	Ping-Pong Cocktail	148	Punt E Mes
Vermouth (Sweet)	Preakness	149	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Remember The Maine	150	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Rob Roy	150	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Tailspin	152	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Vieux Carré	153	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Overhead Smash	158	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Cynartown	162	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Dick Brautigan	162	Grapefruit-Infused Punt E Mes
Vermouth (Sweet)	European Union	162	Martini Sweet Vermouth
Vermouth (Sweet)	Gonzalez	163	Punt E Mes
Vermouth (Sweet)	Grand Street	163	Punt E Mes
Vermouth (Sweet)	Hostage Situation	163	Coffee-Infused Carpano Antica Formula Vermouth
Vermouth (Sweet)	Hostage Situation	163	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Le Bateleur	165	Punt E Mes
Vermouth (Sweet)	Le Subtil	165	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Lucino’s Delight	166	Carpano Antica Formula Vermouth
Vermouth (Sweet)	May Fair	166	House Sweet Vermouth
Vermouth (Sweet)	Sure Shot	169	Ancho Chile–Infused Dolin Rouge Vermouth
Vermouth (Sweet)	18th Century	170	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Arrack Strap	175	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Cortado	176	Coffee-Infused Carpano Antica Formula Vermouth
Vermouth (Sweet)	Eagle-Eye Cherry	176	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Howl On The Hill	178	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Old Ironsides	179	Dolin Rouge Vermouth
Vermouth (Sweet)	Passing Aden	179	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Rock, Paper, Scissors	180	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Augie March	190	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Broken Oath	190	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Dale Cooper	190	Coffee-Infused Carpano Antica Formula Vermouth
Vermouth (Sweet)	Imaginary Grace	192	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Sergio Leone	194	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Shattered Glasser	194	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Te Amo	195	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Eye Of The Torino	200	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Black Market Manhattan	204	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Carroll Gardens	205	Punt E Mes
Vermouth (Sweet)	Coffee And Cigarettes	205	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Cure For Pain	205	Carpano Antica Formula Vermouth
Vermouth (Sweet)	The Dangerous Summer	205	Dolin Rouge Vermouth
Vermouth (Sweet)	Scotch Dram	208	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Black Market Brandy	216	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Jarnac Shrub	216	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Lilywhacker	218	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Little Sparrow	218	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Martica	218	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Night Owl	218	Punt E Mes
Vermouth (Sweet)	Sade’s Taboo	219	Dolin Rouge Vermouth
Vermouth (Sweet)	Widow’s Laurel	219	Carpano Antica Formula Vermouth
Vermouth (Sweet)	South Sider	227	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Midnight Mountain	231	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Jersey Lightning	236	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Lights Out Punch	237	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Lust For Life Punch	237	Grapefruit-Infused Punt E Mes
Vermouth (Sweet)	Mother’s Ruin Punch	237	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Porfirian Punch	239	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Dj Flamethrower	249	Ancho Chile-Infused Dolin Rouge Vermouth
Vermouth (Sweet)	Black Market Sling	252	Cinnamon Orange Tea–Infused Sweet Vermouth
Vermouth (Sweet)	Coin Toss	252	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Little Kingdom	253	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Baltasar And Blimunda	258	Punt E Mes
Vermouth (Sweet)	Kingston Negroni	259	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Mañanita	259	House Sweet Vermouth
Vermouth (Sweet)	Range Life	259	Punt E Mes
Vermouth (Sweet)	Uno, Dos, Tres	259	Grapefruit-Infused Punt E Mes
Vermouth (Sweet)	Drunken Dodo	267	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Ingénue	267	Dolin Rouge Vermouth
Vermouth (Sweet)	The Black Prince	267	Punt E Mes
Vermouth (Sweet)	Mi Amaro	268	Carpano Antica Formula Vermouth
Vermouth (Sweet)	Pisco Inferno	269	Ancho Chile–Infused Dolin Rouge Vermouth
Vermouth (Sweet)	St. James Infirmary	269	Cocchi Vermouth Di Torino
Vermouth (Sweet)	Stolen Huffy	269	House Sweet Vermouth
Vodka	Moscow Mule	147	Charbay Vodka
Vodka	Vesper	152	Charbay Vodka
Vodka (Chocolate)	Eagle-Eye Cherry	176	Alchemia Chocolate Vodka
Vodka (Chocolate)	Rock, Paper, Scissors	180	Alchemia Chocolate Vodka
Water (Coconut)	Queen Palm	159	Coconut Water
Water (Coconut)	Piña Colada Deconstruction	179	Coconut Water
Whiskey (Bourbon)	Boulevardier	140	Elijah Craig 12-Year Bourbon
Whiskey (Bourbon)	Brown Derby	140	Elijah Craig 12-Year Bourbon
Whiskey (Bourbon)	French 95	143	Buffalo Trace Bourbon
Whiskey (Bourbon)	Mint Julep	147	Baker’s Bourbon
Whiskey (Bourbon)	Old-Fashioned	147	Eagle Rare 10-Year Bourbon
Whiskey (Bourbon)	Preakness	149	Old Grand-Dad 114 Bourbon
Whiskey (Bourbon)	Whiskey Sour	153	Buffalo Trace Bourbon
Whiskey (Bourbon)	Good Humor	157	Elijah Craig 12-Year Bourbon
Whiskey (Bourbon)	Kerala	172	Buffalo Trace Bourbon
Whiskey (Bourbon)	19th Century	197	Woodford Reserve Bourbon
Whiskey (Bourbon)	202 Steps	197	Baker’s Bourbon
Whiskey (Bourbon)	Blue Run Sling	198	Elijah Craig 12-Year Bourbon
Whiskey (Bourbon)	Dr. Feelgood	199	Fig-Infused Elijah Craig Bourbon
Whiskey (Bourbon)	Swearengen Sling	202	Bulleit Bourbon
Whiskey (Bourbon)	Vampire Blues	203	Old Weller Antique 107 Bourbon
Whiskey (Bourbon)	Warehouse C	203	Buffalo Trace Bourbon
Whiskey (Bourbon)	Whirling Tiger	203	Buffalo Trace Bourbon
Whiskey (Bourbon)	Buffalo Soldier	204	Pecan–Infused Buffalo Trace Bourbon
Whiskey (Bourbon)	Cure For Pain	205	Stagg Bourbon
Whiskey (Bourbon)	Four In Hand	206	Old Grand-Dad 114 Bourbon
Whiskey (Bourbon)	The Bittenbender	220	Russell’s Reserve 10-Year Bourbon
Whiskey (Bourbon)	Live Free Or Die	224	Eagle Rare 10-Year Bourbon
Whiskey (Bourbon)	Bloodhound Punch	233	Elijah Craig 12-Year Bourbon
Whiskey (Bourbon)	Bookhouse Boys Punch	233	Old Weller Antique 107 Bourbon
Whiskey (Bourbon)	Nuts And Sherry Punch	238	Pecan-Infused Buffalo Trace Bourbon
Whiskey (Bourbon)	Double-Barrel Julep	242	Old Grand-Dad 114 Bourbon
Whiskey (Bourbon)	Just Another Julep	243	Buffalo Trace Bourbon
Whiskey (Bourbon)	Bourbonnais Swizzle	248	Pecan-Infused Buffalo Trace Bourbon
Whiskey (Bourbon)	Robert Johnson Swizzle	251	Evan Williams Single-Barrel Bourbon
Whiskey (Bourbon)	Guns And Rosé	256	Old Grand-Dad 114 Bourbon
Whiskey (Bourbon)	Jive Turkey	268	Buffalo Trace Bourbon
Whiskey (Bourbon)	Conference	270	Buffalo Trace Bourbon
Whiskey (Bourbon)	Jekyll And Hyde	272	Eagle Rare 10-Year Bourbon
Whiskey (Bourbon)	North Garden	273	Buffalo Trace Bourbon
Whiskey (Irish)	Mudslide Flip	147	Redbreast 12-Year Irish Whiskey
Whiskey (Irish)	Castle To Castle	198	Knappogue Castle 12-Year Irish Whiskey
Whiskey (Irish)	Mrs. Doyle	201	Redbreast 12-Year Irish Whiskey
Whiskey (Irish)	Paddy Melt	201	Knappogue Castle 12-Year Irish Whiskey
Whiskey (Irish)	Bella Cohen	204	Knappogue Castle 12-Year Irish Whiskey
Whiskey (Irish)	St. Columbus Rill	208	Bushmills Irish Whiskey
Whiskey (Irish)	Trembling Bell	209	Knappogue Castle 12-Year Irish Whiskey
Whiskey (Irish)	Stick The Landing	215	Redbreast 12-Year Irish Whiskey
Whiskey (Irish)	Irish Seelbach	223	Clontarf 1014 Irish Whiskey
Whiskey (Irish)	Run For The Roses	227	Knappogue Castle 12-Year Irish Whiskey
Whiskey (Irish)	Cooper Union	255	Redbreast 12-Year Irish Whiskey
Whiskey (Japanese)	Crane Kick	198	Yamazaki 12-Year Whiskey
Whiskey (Japanese)	Honshu Punch	200	Yamazaki 12-Year Whiskey
Whiskey (Japanese)	Sweep The Leg	202	Suntory Hakashu 12-Year Whisky
Whiskey (Japanese)	The Dangerous Summer	205	Yamazaki 12-Year Whiskey
Whiskey (Japanese)	Headstone	272	Suntory Hakushu 12-Year Whiskey
Whiskey (Oat)	Blazing Saddles	197	High West Silver Oat Whiskey
Whiskey (Rye)	Brooklyn	140	Rittenhouse 100 Rye
Whiskey (Rye)	Diamondback	142	Rittenhouse 100 Rye
Whiskey (Rye)	Fancy-Free	142	Rittenhouse 100 Rye
Whiskey (Rye)	Manhattan	145	Rittenhouse 100 Rye
Whiskey (Rye)	Old Pal	148	Rittenhouse 100 Rye
Whiskey (Rye)	Remember The Maine	150	Rittenhouse 100 Rye
Whiskey (Rye)	Sazerac	151	Rittenhouse 100 Rye
Whiskey (Rye)	Scofflaw	151	Templeton Rye
Whiskey (Rye)	Toronto	152	Rittenhouse 100 Rye
Whiskey (Rye)	Vieux Carré	153	Rittenhouse 100 Rye
Whiskey (Rye)	Ward 8	153	Old Overholt Rye
Whiskey (Rye)	Cobra Verde	176	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Blown Rose	198	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Deadpan Fix	199	Rittenhouse 100 Rye
Whiskey (Rye)	Doc’s Dram	199	Old Overholt Rye
Whiskey (Rye)	Double Fill-Up	199	Rittenhouse 100 Rye
Whiskey (Rye)	Fix Me Up	200	Sazerac 6-Year Rye
Whiskey (Rye)	Monongahela Mule	201	Old Overholt Rye
Whiskey (Rye)	Paddy Melt	201	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Carroll Gardens	205	Rittenhouse 100 Rye
Whiskey (Rye)	Cure For Pain	205	Rittenhouse 100 Rye
Whiskey (Rye)	La Dolce Vita	206	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	La Viáa	206	Russell’s Reserve Rye
Whiskey (Rye)	Manhattan Transfer	206	Rittenhouse 100 Rye
Whiskey (Rye)	Sweet And Vicious	208	Old Overholt Rye
Whiskey (Rye)	Trembling Bell	209	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Wicked Kiss	209	Rittenhouse 100 Rye
Whiskey (Rye)	Hoi Polloi	211	Dried Currant–Infused Wild Turkey Rye
Whiskey (Rye)	Morfeo	226	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Bookhouse Boys Punch	233	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Razzle-Dazzle Punch	241	Old Overholt Rye
Whiskey (Rye)	Chamomile Julep	242	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Maple Julep	243	Old Overholt Rye
Whiskey (Rye)	Jelly Roll Morton	246	Dried Currant–Infused Wild Turkey Rye
Whiskey (Rye)	Raisin Burn	246	Dried Currant–Infused Wild Turkey Rye
Whiskey (Rye)	Sangria Swizzle	251	Dried Currant–Infused Wild Turkey Rye
Whiskey (Rye)	Devil Inside	256	Rittenhouse 100 Rye
Whiskey (Rye)	Daisy Buchanan	267	Chamomile-Infused Old Overholt Rye
Whiskey (Rye)	Jive Turkey	268	Rittenhouse 100 Rye
Whiskey (Rye)	Jive Turkey	268	Old Overholt Rye
Whiskey (Rye)	Red Ant	269	Rittenhouse 100 Rye
Whiskey (Rye)	Sforzando	269	Rittenhouse 100 Rye
Whiskey (Rye)	Stolen Huffy	269	Red Thai Chile–Infused Rittenhouse Rye
Whiskey (Rye)	Conference	270	Rittenhouse 100 Rye
Whiskey (Scotch)	Blood And Sand	140	Springbank 10-Year Scotch
Whiskey (Scotch)	Bobby Burns	140	Springbank 10-Year Scotch
Whiskey (Scotch)	Rob Roy	150	Compass Box Asyla Scotch
Whiskey (Scotch)	Rusty Nail	151	Springbank 10-Year Scotch
Whiskey (Scotch)	Banks Of Islay	197	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Crane Kick	198	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Eye Of The Torino	200	Bowmore 12-Year Scotch
Whiskey (Scotch)	Grouse Rampant	200	Fuji Apple–Infused Famous Grouse Scotch
Whiskey (Scotch)	Little Engine	201	Famous Grouse Scotch
Whiskey (Scotch)	Pete’s Word	202	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Scotch Lady	202	Famous Grouse Scotch
Whiskey (Scotch)	Straw Dog	202	Compass Box Asyla Scotch
Whiskey (Scotch)	Vejk Sling	203	Compass Box Asyla Scotch
Whiskey (Scotch)	B.A.F.	204	Macallan Fine Oak 10-Year Scotch
Whiskey (Scotch)	Coffee And Cigarettes	205	Caol Ila 12-Year Scotch
Whiskey (Scotch)	Faithful Scotsman	206	Compass Box Asyla Scotch
Whiskey (Scotch)	Scotch Dram	208	Compass Box Asyla Scotch
Whiskey (Scotch)	Shruff’s End	208	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Tea In The Sahara	208	Coconut Green Tea–Infused Famous Grouse Scotch
Whiskey (Scotch)	Drunken Punch	234	Fuji Apple–Infused Famous Grouse Scotch
Whiskey (Scotch)	Rugby Punch	241	Coconut Green Tea–Infused Famous Grouse Scotch
Whiskey (Scotch)	Smoked Julep	244	Laphroaig 12-Year Scotch
Whiskey (Scotch)	Myra Breckinridge	250	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Bay City Roller	255	Compass Box Asyla Scotch
Whiskey (Scotch)	Cooper Union	255	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Devil Inside	256	Laphroaig 10-Year Scotch
Whiskey (Scotch)	Devil Inside	256	Bruichladdich Port Charlotte 7-Year Scotch
Whiskey (Scotch)	Navigator	268	Apricot-Infused Famous Grouse Scotch
Whiskey (Scotch)	Orkney Chapel	268	Highland Park 12-Year Scotch
Whiskey (Scotch)	North Garden	273	Laphroaig 10-Year Scotch
Whiskey (Wheat)	Dangerous Liaisons	198	Lavender-Infused Bernheim Original Wheat Whiskey
Whiskey (Wheat)	Black Market Manhattan	204	Bernheim Wheat Whiskey
Wine (Red)	Sangria Swizzle	251	Red Rioja Wine
Wine (Sparkling Rosé)	Pillow Talk	226	Sparkling Rosé
Wine (Sparkling Rosé)	Susie Q	227	Sparkling Rosé
Wine (White)	Sentimental Journey	169	Morro Bay Chardonnay
Wine (White)	Summer Shack	169	Sauvignon Blanc
